/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_20_057.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_20_057.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_20_057.jpg, 0, 1, 0, 17.00663
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_20_160.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_20_160.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_20_160.jpg, 0, 1, 0, 17.84558
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_20_264.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_20_264.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_20_264.jpg, 0, 1, 0, 19.04745
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_20_376.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_20_376.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_20_376.jpg, -0.0395937, 1, 0, 20.24919
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_20_502.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_20_502.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_20_502.jpg, -0.413121, 1, 0, 21.26102
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_20_602.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_20_602.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_20_602.jpg, -0.125247, 1, 0, 22.23038
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_20_704.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_20_704.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_20_704.jpg, 0, 1, 0, 23.21965
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_20_804.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_20_804.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_20_804.jpg, 0, 1, 0, 24.18509
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_20_904.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_20_904.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_20_904.jpg, -0.1338959, 1, 0, 25.14743
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_21_010.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_21_010.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_21_010.jpg, -0.394563, 1, 0, 26.00676
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_21_113.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_21_113.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_21_113.jpg, -0.04889989, 1, 0, 27.12724
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_21_222.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_21_222.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_21_222.jpg, 0, 1, 0, 28.0541
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_21_324.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_21_324.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_21_324.jpg, 0, 1, 0, 28.979
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_21_429.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_21_429.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_21_429.jpg, -0.1237918, 1, 0, 29.89181
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_21_541.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_21_541.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_21_541.jpg, -0.4998329, 1, 0, 30.14079
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_21_646.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_21_646.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_21_646.jpg, -0.4543076, 1, 0, 30.17625
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_21_749.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_21_749.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_21_749.jpg, -0.1366496, 1, 0, 30.19388
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_21_854.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_21_854.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_21_854.jpg, -0.06671119, 1, 0, 30.19117
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_21_955.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_21_955.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_21_955.jpg, -0.06661499, 1, 0, 30.19158
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_22_056.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_22_056.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_22_056.jpg, 0, 1, 0, 30.19011
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_22_162.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_22_162.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_22_162.jpg, 0, 1, 0, 30.18954
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_22_266.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_22_266.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_22_266.jpg, 0, 1, 0, 30.19031
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_22_374.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_22_374.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_22_374.jpg, 0, 1, 0, 30.18943
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_22_479.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_22_479.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_22_479.jpg, 0, 1, 0, 30.19026
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_22_587.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_22_587.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_22_587.jpg, -0.2235088, 1, 0, 30.17679
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_22_696.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_22_696.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_22_696.jpg, 0, 1, 0, 30.18956
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_22_798.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_22_798.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_22_798.jpg, 0, 1, 0, 30.19022
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_22_923.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_22_923.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_22_923.jpg, 0, 1, 0, 30.1897
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_23_033.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_23_033.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_23_033.jpg, 0, 1, 0, 30.19032
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_23_135.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_23_135.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_23_135.jpg, -0.3083518, 1, 0, 30.16596
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_23_237.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_23_237.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_23_237.jpg, -0.1666707, 1, 0, 30.18943
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_23_342.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_23_342.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_23_342.jpg, 0, 1, 0, 30.18922
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_23_445.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_23_445.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_23_445.jpg, 0, 1, 0, 30.19016
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_23_546.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_23_546.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_23_546.jpg, 0, 1, 0, 30.19031
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_23_647.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_23_647.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_23_647.jpg, -0.142971, 1, 0, 30.18515
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_23_755.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_23_755.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_23_755.jpg, -0.178884, 1, 0, 30.18858
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_23_890.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_23_890.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_23_890.jpg, 0, 1, 0, 30.18961
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_23_996.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_23_996.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_23_996.jpg, 0, 1, 0, 30.19023
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_24_101.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_24_101.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_24_101.jpg, 0, 1, 0, 30.19029
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_24_205.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_24_205.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_24_205.jpg, 0, 1, 0, 30.19031
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_24_311.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_24_311.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_24_311.jpg, -0.2210398, 1, 0, 30.17759
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_24_424.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_24_424.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_24_424.jpg, 0, 1, 0, 30.18981
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_24_526.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_24_526.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_24_526.jpg, 0, 1, 0, 30.19021
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_24_630.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_24_630.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_24_630.jpg, 0, 1, 0, 30.19013
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_24_730.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_24_730.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_24_730.jpg, -0.1981258, 1, 0, 30.18041
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_24_838.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_24_838.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_24_838.jpg, 0, 1, 0, 30.19007
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_24_948.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_24_948.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_24_948.jpg, 0, 1, 0, 30.19027
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_25_055.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_25_055.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_25_055.jpg, 0, 1, 0, 30.19031
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_25_155.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_25_155.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_25_155.jpg, 0, 1, 0, 30.19028
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_25_260.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_25_260.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_25_260.jpg, -0.2389383, 1, 0, 30.17644
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_25_366.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_25_366.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_25_366.jpg, 0, 1, 0, 30.18941
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_25_474.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_25_474.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_25_474.jpg, 0, 1, 0, 30.19023
/Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/center_2019_03_05_15_34_25_589.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/left_2019_03_05_15_34_25_589.jpg, /Users/al.hermann/Desktop/Autonomous Driving - Python/Data/IMG/right_2019_03_05_15_34_25_589.jpg, -0.344931, 1, 0, 30.16394
